gigId,calendarEventId,calendarId,sourceCalendarName,venueSiteId,venueName,gigDate,startTime,endTime,status,address,location,summary,description,isPrivateEvent,isAllDay,sourceUrl,lastSeenAt,updatedAt
jddm-web-events-1ngdetekfmm3rsmrn51bkl0oma-google-com,1ngdetekfmm3rsmrn51bkl0oma@google.com,jddm-web-events,JDDM Web Events,,Private Event,2024-09-06,6:00pm,10:00pm,COMPLETED,,,JDDM Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3a5kn8dmn7jsai78048e13euom-google-com,3a5kn8dmn7jsai78048e13euom@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Parkside Villa,2024-09-08,2:00pm,3:00pm,COMPLETED,"7040 Hepburn Rd, Middleburg Heights, OH 44130","7040 Hepburn Rd, Middleburg Heights, OH 44130",Parkside Villa,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-1liu53gqcv48360l3app6lacot-google-com,1liu53gqcv48360l3app6lacot@google.com,jddm-web-events,JDDM Web Events,,Private Event,2024-09-08,2:00pm,3:00pm,COMPLETED,,,JDDM Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-4rs44ufqmc8t6g9cjrgminrpip-google-com,4rs44ufqmc8t6g9cjrgminrpip@google.com,jddm-web-events,JDDM Web Events,,Private Event,2024-09-28,3:00pm,6:00pm,COMPLETED,,,JDDM Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-ot91ui5s5do22vb780avvla3mo-google-com,ot91ui5s5do22vb780avvla3mo@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Private Event,2024-10-13,2:00pm,3:00pm,COMPLETED,,,Emerald Solon Nursing Home private event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-b9k34v2a0jm5v74u9jnie3hamc-google-com,b9k34v2a0jm5v74u9jnie3hamc@google.com,jddm-web-events,JDDM Web Events,,Private Event,2024-10-13,2:00pm,3:00pm,COMPLETED,,,JDDM Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1nq5re6tlvho1h2ms4ktl8ths8-google-com,1nq5re6tlvho1h2ms4ktl8ths8@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Legacy,2024-10-29,3:00pm,4:00pm,COMPLETED,"7040 Hepburn Rd, Middleburg Heights, OH 44130","7040 Hepburn Rd, Middleburg Heights, OH 44130",Legacy,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-4he16ibbvkbnaosnv27p6bql38-google-com,4he16ibbvkbnaosnv27p6bql38@google.com,jddm-web-events,JDDM Web Events,,Private Event,2024-10-29,3:00pm,4:00pm,COMPLETED,,,JDDM Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-691kl84gqr82ht60hspo3criph-google-com,691kl84gqr82ht60hspo3criph@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Amish Door Market,2024-11-02,12:00pm,4:00pm,COMPLETED,,,Amish Door Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-5dt69gjd41ocrbc24ek6fehak1-google-com,5dt69gjd41ocrbc24ek6fehak1@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Seville's Christmas Preview,2024-11-09,11:30am,1:00pm,COMPLETED,"Seville, OH 44273, USA","Seville, OH 44273, USA",JustDeeDeeMusic Live @ Seville's Christmas Preview,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1td1dgqhcmejgg6ej1tncggkkb-google-com,1td1dgqhcmejgg6ej1tncggkkb@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Private Event,2024-11-17,2:00pm,3:00pm,COMPLETED,,,Emerald Solon Nursing Home private event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-3qb1jppldhjqqoihiij5n1gk2o-google-com,3qb1jppldhjqqoihiij5n1gk2o@google.com,jddm-web-events,JDDM Web Events,,Private Event,2024-11-17,2:00pm,3:00pm,COMPLETED,,,JDDM Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-6344cd54-4dd3-4dd4-9f02-ced9e98729c0,6344CD54-4DD3-4DD4-9F02-CED9E98729C0,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,New Event Brighton Brewing,2024-11-20,7:00pm,9:00pm,COMPLETED,,,New Event Brighton Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7tt1dvkb8gah0ahsttior4f9hv-google-com,7tt1dvkb8gah0ahsttior4f9hv@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Madison Brewing,2024-11-29,6:00pm,9:00pm,COMPLETED,,,Madison Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-6dej1oglef90nrrp626gf74mqt-google-com,6dej1oglef90nrrp626gf74mqt@google.com,jddm-web-events,JDDM Web Events,,JDDM 2024 Winter Tour; December 15th - December 30th,2024-12-15,,,COMPLETED,,,JDDM 2024 Winter Tour; December 15th - December 30th,,,TRUE,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-50i3rf8dbadrscgq8a3i5geth9-google-com,50i3rf8dbadrscgq8a3i5geth9@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,ESP Brewing,2025-01-10,7:00pm,10:00pm,COMPLETED,,,ESP Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-6huhsf04mrhbbm404usvahak8s-google-com,6huhsf04mrhbbm404usvahak8s@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Halliday Winery,2025-01-11,6:00pm,9:00pm,COMPLETED,,,Halliday Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-358kf0h8ic47da1a4s9p98htuj-google-com,358kf0h8ic47da1a4s9p98htuj@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2025-01-19,2:00pm,5:00pm,COMPLETED,,,Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7gs166mmpp8t8b6dle8vtaiip9-google-com,7gs166mmpp8t8b6dle8vtaiip9@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Via Roma,2025-01-24,7:00pm,10:00pm,COMPLETED,"8922 Ridge Rd, North Royalton, OH 44133","8922 Ridge Rd, North Royalton, OH 44133",JustDeeDeeMusic Live @ Via Roma,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-ss89m6h9ibkpp5co5iqjn3om5s-google-com,ss89m6h9ibkpp5co5iqjn3om5s@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Madison Brewing,2025-02-07,6:00pm,9:00pm,COMPLETED,,,Madison Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-55rql4dbhert8sscmfvjdkldck-google-com,55rql4dbhert8sscmfvjdkldck@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brandon Dance,2025-02-08,7:00pm,10:00pm,COMPLETED,,,Brandon Dance,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-3te59i898vvltbrlmoqknji1lt-google-com,3te59i898vvltbrlmoqknji1lt@google.com,jddm-web-events,JDDM Web Events,,Private Event,2025-02-08,7:00pm,10:00pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-5ccdvlh65970f37nt48r3ai93m-google-com,5ccdvlh65970f37nt48r3ai93m@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-02-16,2:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-4gb29edejbsqaif7v6ribmjibc-google-com,4gb29edejbsqaif7v6ribmjibc@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brandon Dance,2025-02-22,7:00pm,10:00pm,COMPLETED,,,Brandon Dance,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-683ntm5ag7aoko388tvd6j5pig-google-com,683ntm5ag7aoko388tvd6j5pig@google.com,jddm-web-events,JDDM Web Events,,Private Event,2025-02-22,7:00pm,10:00pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3p2srbrh1ohcem3da1u5l0rvsh-google-com,3p2srbrh1ohcem3da1u5l0rvsh@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Via Roma,2025-02-28,7:00pm,10:00pm,COMPLETED,"8922 Ridge Rd, North Royalton, OH 44133","8922 Ridge Rd, North Royalton, OH 44133",Via Roma,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-18pgkgmme59qruib5n954jjgvt-google-com,18pgkgmme59qruib5n954jjgvt@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Village Inn,2025-03-07,7:00pm,10:00pm,COMPLETED,,,Village Inn,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-0652047e-bc04-49d7-a65a-0c8b8241844b,0652047E-BC04-49D7-A65A-0C8B8241844B,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brighton Brewing,2025-03-14,7:00pm,10:00pm,COMPLETED,,,Brighton Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-0hv6ser6ifo3v8h1lakabi9q64-google-com,0hv6ser6ifo3v8h1lakabi9q64@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-03-16,2:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-6doav067b8n1flqpjnj067b61r-google-com,6doav067b8n1flqpjnj067b61r@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,New Berlin Brewing Co.,2025-03-20,6:00pm,8:00pm,COMPLETED,,,New Berlin Brewing Co.,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-13u9kq1il4stubbc374h6evid7-google-com,13u9kq1il4stubbc374h6evid7@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Via Roma,2025-03-21,7:00pm,10:00pm,COMPLETED,"8922 Ridge Rd, North Royalton, OH 44133","8922 Ridge Rd, North Royalton, OH 44133",Via Roma,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-na5c4s11mkbfoq5jvp94005qg0-google-com,na5c4s11mkbfoq5jvp94005qg0@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Debonne,2025-03-22,3:30pm,7:30pm,COMPLETED,,,Debonne,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-61hu4e07js52dpsoj0b7m8skl0-google-com,61hu4e07js52dpsoj0b7m8skl0@google.com,jddm-web-events,JDDM Web Events,,JDDM 2025 Spring Tour; March 23rd - March 30th,2025-03-23,,,COMPLETED,,,JDDM 2025 Spring Tour; March 23rd - March 30th,,,TRUE,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-2avpqtjfokbmtrd7lk1eer1o9e-google-com,2avpqtjfokbmtrd7lk1eer1o9e@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Mastropietro Winery,2025-04-04,6:00pm,9:00pm,COMPLETED,,,Mastropietro Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-4k49ll2usekdnbufrq1it7569q-google-com,4k49ll2usekdnbufrq1it7569q@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brandon Prom,2025-04-11,4:00pm,11:00pm,COMPLETED,,,Brandon Prom,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-2jjv8ndfnbj9pjc62gjq861m99-google-com,2jjv8ndfnbj9pjc62gjq861m99@google.com,jddm-web-events,JDDM Web Events,,Private Event,2025-04-11,4:00pm,11:00pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-5617vb89315ouo2t0dmfs1qo4u-google-com,5617vb89315ouo2t0dmfs1qo4u@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-04-13,2:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-30csongn7h5a13ornubpse8bd3-google-com,30csongn7h5a13ornubpse8bd3@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Halliday Winery,2025-04-18,6:00pm,9:00pm,COMPLETED,,,Halliday Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3674ohp6qnasraompcocoiv16m-google-com,3674ohp6qnasraompcocoiv16m@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,North Water Brewing Company,2025-04-26,7:00pm,9:00pm,COMPLETED,,,North Water Brewing Company,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-2u05a3vpvn8no7ohv9vfnt039e-google-com,2u05a3vpvn8no7ohv9vfnt039e@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Village Inn,2025-05-02,7:00pm,10:00pm,COMPLETED,,,Village Inn,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-i0uen1ctl02np4ppf6gb7aards-google-com,i0uen1ctl02np4ppf6gb7aards@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Debonne,2025-05-04,2:30pm,5:30pm,COMPLETED,,,Debonne,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1qq9mjjll19qmljk96h7fjf116-google-com,1qq9mjjll19qmljk96h7fjf116@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,White Timbers,2025-05-10,6:00pm,8:00pm,COMPLETED,,,White Timbers,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-u0gn6ipd2vmodkhrtibri5lohg-google-com,u0gn6ipd2vmodkhrtibri5lohg@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2025-05-11,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3nhvne27dnsrfa05gjsutlfumf-google-com,3nhvne27dnsrfa05gjsutlfumf@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-05-18,2:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7b0nvbkef97u4gnatjceaae1uj-google-com,7b0nvbkef97u4gnatjceaae1uj@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brandon Graduation,2025-05-21,6:00pm,9:00pm,COMPLETED,,,Brandon Graduation,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-5uj5r0evsf9fmpaqd5oqq46hm8-google-com,5uj5r0evsf9fmpaqd5oqq46hm8@google.com,jddm-web-events,JDDM Web Events,,Private Event,2025-05-21,6:00pm,9:00pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-6pjjoiu85r9nle1pkdc2fad479-google-com,6pjjoiu85r9nle1pkdc2fad479@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brandon Graduation,2025-05-22,5:00pm,11:30pm,COMPLETED,,,Brandon Graduation,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-6rfigohqd0uq3okniqvvdvca4a-google-com,6rfigohqd0uq3okniqvvdvca4a@google.com,jddm-web-events,JDDM Web Events,,Private Event,2025-05-22,5:00pm,11:30pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
