calendarEventId,sourceCalendarName,eventDate,eventTime,eventEndTime,status,venueName,summary,location,isPrivateEvent,isAllDay,sourceUrl
15sm57qqqrk3g95dcuqgr5lmmr@google.com,justdeedeemusic@gmail.com,2025-08-23,6:00pm,9:00pm,COMPLETED,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5mhno5jlrpoj3ee7gtvg93oa9p@google.com,justdeedeemusic@gmail.com,2025-08-24,4:00pm,7:00pm,COMPLETED,Brew Kettle Brunswick,Brew Kettle Brunswick,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
23ftd4i3m2hsnl3qfspmjsjr40@google.com,justdeedeemusic@gmail.com,2025-08-29,5:00pm,10:00pm,COMPLETED,Return from Vegas,Return from Vegas,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5B8F2AC4-DF92-48AC-A93A-2C6E1753320E,JDDM Web Events,2025-08-29,5:00pm,10:00pm,COMPLETED,Private Event,JDDM 2025 Scheduled Private Event,,true,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
1jilu931igmrrcn283kmoa8nlu@google.com,justdeedeemusic@gmail.com,2025-08-30,6:00pm,9:00pm,COMPLETED,Pint and Pie Works,Pint and Pie Works,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
kae1mq01ga2or1gg8agne1gquk@google.com,justdeedeemusic@gmail.com,2025-08-30,9:00am,12:00pm,COMPLETED,Seville Farmers Market,Seville Farmers Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
3oafiq7v2mhe0louoe191uui8l@google.com,justdeedeemusic@gmail.com,2025-09-05,6:00pm,8:00pm,COMPLETED,Main Street Wooster,Main Street Wooster,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
80043F15-56EA-4672-B45E-CDDF835D3A4E,justdeedeemusic@gmail.com,2025-09-06,6:00pm,9:00pm,COMPLETED,Hoppy Dude Brews,Hoppy Dude Brews,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
51kj2o2bcqlhcq2db6oot47n12@google.com,justdeedeemusic@gmail.com,2025-09-13,5:00pm,7:00pm,COMPLETED,Peninsula Coffee House and Market,Peninsula Coffee House and Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
gr9rep5gvk7tr523lrudbvrg98@google.com,justdeedeemusic@gmail.com,2025-09-13,9:00am,12:00pm,COMPLETED,Seville Farmers Market,Seville Farmers Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
06m8rqkg5dife3fsc5alqt9hfk@google.com,justdeedeemusic@gmail.com,2025-09-14,3:00pm,6:00pm,COMPLETED,Das Weinhaus,Das Weinhaus,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4hvpsl3fmhisfep2e9gorm6pft@google.com,justdeedeemusic@gmail.com,2025-09-17,6:30pm,8:30pm,COMPLETED,Little Birdie Wine Nest,Little Birdie Wine Nest,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
r8umgvt4gvnclvdjq34vrt94e0@google.com,justdeedeemusic@gmail.com,2025-09-19,6:00pm,9:00pm,COMPLETED,Mastropietro Winery,Mastropietro Winery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
125llr2g2venqsj6t2bph6a3q2@google.com,justdeedeemusic@gmail.com,2025-09-27,7:00pm,10:00pm,COMPLETED,Medina Brewing Company,Medina Brewing Company,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7bel4kq80313ab7gmdlso0hm5k@google.com,justdeedeemusic@gmail.com,2025-10-10,6:00pm,9:00pm,COMPLETED,Red Eagle Distillery,Red Eagle Distillery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
57ldagvo54g5a0co8ffr5bhdr5@google.com,justdeedeemusic@gmail.com,2025-10-12,2:00pm,5:00pm,COMPLETED,Baci Winery,Baci Winery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
